IssueAge|int,Age|int,Duration|int,Underwriting|str,Sex|str,vals
57,104,48,NS_P,Male,0.43965
57,105,49,NS_P,Male,0.45936
57,106,50,NS_P,Male,0.47743
57,107,51,NS_P,Male,0.50332
57,108,52,NS_P,Male,0.53061
57,109,53,NS_P,Male,0.55939
57,110,54,NS_P,Male,0.58972
57,111,55,NS_P,Male,0.6217
57,112,56,NS_P,Male,0.65542
57,113,57,NS_P,Male,0.69096
57,114,58,NS_P,Male,0.72843
57,115,59,NS_P,Male,0.76794
57,116,60,NS_P,Male,0.80958
57,117,61,NS_P,Male,0.85348
57,118,62,NS_P,Male,0.89977
57,119,63,NS_P,Male,0.94856
57,120,64,NS_P,Male,1.0
58,58,1,NS_P,Male,0.00106
58,59,2,NS_P,Male,0.00147
58,60,3,NS_P,Male,0.00238
58,61,4,NS_P,Male,0.00278
58,62,5,NS_P,Male,0.00311
58,63,6,NS_P,Male,0.00363
58,64,7,NS_P,Male,0.0045
58,65,8,NS_P,Male,0.00535
58,66,9,NS_P,Male,0.00611
58,67,10,NS_P,Male,0.00704
58,68,11,NS_P,Male,0.00822
58,69,12,NS_P,Male,0.0097
58,70,13,NS_P,Male,0.01116
58,71,14,NS_P,Male,0.01254
58,72,15,NS_P,Male,0.01417
58,73,16,NS_P,Male,0.01617
58,74,17,NS_P,Male,0.01874
58,75,18,NS_P,Male,0.0216
58,76,19,NS_P,Male,0.02482
58,77,20,NS_P,Male,0.0284
58,78,21,NS_P,Male,0.03283
58,79,22,NS_P,Male,0.03786
58,80,23,NS_P,Male,0.04317
58,81,24,NS_P,Male,0.04891
58,82,25,NS_P,Male,0.05534
58,83,26,NS_P,Male,0.06284
58,84,27,NS_P,Male,0.07154
58,85,28,NS_P,Male,0.08165
58,86,29,NS_P,Male,0.09338
58,87,30,NS_P,Male,0.10686
58,88,31,NS_P,Male,0.12214
58,89,32,NS_P,Male,0.13873
58,90,33,NS_P,Male,0.15644
58,91,34,NS_P,Male,0.17471
58,92,35,NS_P,Male,0.193
58,93,36,NS_P,Male,0.21113
58,94,37,NS_P,Male,0.22817
58,95,38,NS_P,Male,0.2434
58,96,39,NS_P,Male,0.26243
58,97,40,NS_P,Male,0.28269
58,98,41,NS_P,Male,0.30471
58,99,42,NS_P,Male,0.328
58,100,43,NS_P,Male,0.35209
58,101,44,NS_P,Male,0.37447
58,102,45,NS_P,Male,0.3968
58,103,46,NS_P,Male,0.41866
58,104,47,NS_P,Male,0.43965
58,105,48,NS_P,Male,0.45936
58,106,49,NS_P,Male,0.47743
58,107,50,NS_P,Male,0.50332
58,108,51,NS_P,Male,0.53061
58,109,52,NS_P,Male,0.55939
58,110,53,NS_P,Male,0.58972
58,111,54,NS_P,Male,0.6217
58,112,55,NS_P,Male,0.65542
58,113,56,NS_P,Male,0.69096
58,114,57,NS_P,Male,0.72843
58,115,58,NS_P,Male,0.76794
58,116,59,NS_P,Male,0.80958
58,117,60,NS_P,Male,0.85348
58,118,61,NS_P,Male,0.89977
58,119,62,NS_P,Male,0.94856
58,120,63,NS_P,Male,1.0
59,59,1,NS_P,Male,0.0013
59,60,2,NS_P,Male,0.00157
59,61,3,NS_P,Male,0.00251
59,62,4,NS_P,Male,0.00301
59,63,5,NS_P,Male,0.00336
59,64,6,NS_P,Male,0.00413
59,65,7,NS_P,Male,0.00507
59,66,8,NS_P,Male,0.0059
59,67,9,NS_P,Male,0.00675
59,68,10,NS_P,Male,0.00788
59,69,11,NS_P,Male,0.0093
59,70,12,NS_P,Male,0.01085
59,71,13,NS_P,Male,0.01247
59,72,14,NS_P,Male,0.01414
59,73,15,NS_P,Male,0.01595
59,74,16,NS_P,Male,0.01833
59,75,17,NS_P,Male,0.02136
59,76,18,NS_P,Male,0.02458
59,77,19,NS_P,Male,0.02807
59,78,20,NS_P,Male,0.03205
59,79,21,NS_P,Male,0.03698
59,80,22,NS_P,Male,0.04269
59,81,23,NS_P,Male,0.04891
59,82,24,NS_P,Male,0.05534
59,83,25,NS_P,Male,0.06284
59,84,26,NS_P,Male,0.07154
59,85,27,NS_P,Male,0.08165
59,86,28,NS_P,Male,0.09338
59,87,29,NS_P,Male,0.10686
59,88,30,NS_P,Male,0.12214
59,89,31,NS_P,Male,0.13873
59,90,32,NS_P,Male,0.15644
59,91,33,NS_P,Male,0.17471
59,92,34,NS_P,Male,0.193
59,93,35,NS_P,Male,0.21113
59,94,36,NS_P,Male,0.22817
59,95,37,NS_P,Male,0.2434
59,96,38,NS_P,Male,0.26243
59,97,39,NS_P,Male,0.28269
59,98,40,NS_P,Male,0.30471
59,99,41,NS_P,Male,0.328
59,100,42,NS_P,Male,0.35209
59,101,43,NS_P,Male,0.37447
59,102,44,NS_P,Male,0.3968
59,103,45,NS_P,Male,0.41866
59,104,46,NS_P,Male,0.43965
59,105,47,NS_P,Male,0.45936
59,106,48,NS_P,Male,0.47743
59,107,49,NS_P,Male,0.50332
59,108,50,NS_P,Male,0.53061
59,109,51,NS_P,Male,0.55939
59,110,52,NS_P,Male,0.58972
59,111,53,NS_P,Male,0.6217
59,112,54,NS_P,Male,0.65542
59,113,55,NS_P,Male,0.69096
59,114,56,NS_P,Male,0.72843
59,115,57,NS_P,Male,0.76794
59,116,58,NS_P,Male,0.80958
59,117,59,NS_P,Male,0.85348
59,118,60,NS_P,Male,0.89977
59,119,61,NS_P,Male,0.94856
59,120,62,NS_P,Male,1.0
60,60,1,NS_P,Male,0.00153
60,61,2,NS_P,Male,0.00172
60,62,3,NS_P,Male,0.00261
60,63,4,NS_P,Male,0.00311
60,64,5,NS_P,Male,0.00369
60,65,6,NS_P,Male,0.00464
60,66,7,NS_P,Male,0.0056
60,67,8,NS_P,Male,0.00645
60,68,9,NS_P,Male,0.00745
60,69,10,NS_P,Male,0.00882
60,70,11,NS_P,Male,0.01047
60,71,12,NS_P,Male,0.01222
60,72,13,NS_P,Male,0.01395
60,73,14,NS_P,Male,0.01571
60,74,15,NS_P,Male,0.01786
60,75,16,NS_P,Male,0.02075
60,76,17,NS_P,Male,0.02424
60,77,18,NS_P,Male,0.02793
60,78,19,NS_P,Male,0.03199
60,79,20,NS_P,Male,0.03683
60,80,21,NS_P,Male,0.04253
60,81,22,NS_P,Male,0.04891
60,82,23,NS_P,Male,0.05534
60,83,24,NS_P,Male,0.06284
60,84,25,NS_P,Male,0.07154
60,85,26,NS_P,Male,0.08165
60,86,27,NS_P,Male,0.09338
60,87,28,NS_P,Male,0.10686
60,88,29,NS_P,Male,0.12214
60,89,30,NS_P,Male,0.13873
60,90,31,NS_P,Male,0.15644
60,91,32,NS_P,Male,0.17471
60,92,33,NS_P,Male,0.193
60,93,34,NS_P,Male,0.21113
60,94,35,NS_P,Male,0.22817
60,95,36,NS_P,Male,0.2434
60,96,37,NS_P,Male,0.26243
60,97,38,NS_P,Male,0.28269
60,98,39,NS_P,Male,0.30471
60,99,40,NS_P,Male,0.328
60,100,41,NS_P,Male,0.35209
60,101,42,NS_P,Male,0.37447
60,102,43,NS_P,Male,0.3968
60,103,44,NS_P,Male,0.41866
60,104,45,NS_P,Male,0.43965
60,105,46,NS_P,Male,0.45936
60,106,47,NS_P,Male,0.47743
60,107,48,NS_P,Male,0.50332
60,108,49,NS_P,Male,0.53061
60,109,50,NS_P,Male,0.55939
60,110,51,NS_P,Male,0.58972
60,111,52,NS_P,Male,0.6217
60,112,53,NS_P,Male,0.65542
60,113,54,NS_P,Male,0.69096
60,114,55,NS_P,Male,0.72843
60,115,56,NS_P,Male,0.76794
60,116,57,NS_P,Male,0.80958
60,117,58,NS_P,Male,0.85348
60,118,59,NS_P,Male,0.89977
60,119,60,NS_P,Male,0.94856
60,120,61,NS_P,Male,1.0
61,61,1,NS_P,Male,0.0017
61,62,2,NS_P,Male,0.00193
61,63,3,NS_P,Male,0.00273
61,64,4,NS_P,Male,0.00324
61,65,5,NS_P,Male,0.00408
61,66,6,NS_P,Male,0.00514
61,67,7,NS_P,Male,0.0061
61,68,8,NS_P,Male,0.00702
61,69,9,NS_P,Male,0.00821
61,70,10,NS_P,Male,0.00981
61,71,11,NS_P,Male,0.01162
61,72,12,NS_P,Male,0.01345
61,73,13,NS_P,Male,0.01531
61,74,14,NS_P,Male,0.01737
61,75,15,NS_P,Male,0.02002
61,76,16,NS_P,Male,0.02343
61,77,17,NS_P,Male,0.02741
61,78,18,NS_P,Male,0.03159
61,79,19,NS_P,Male,0.03628
61,80,20,NS_P,Male,0.04177
61,81,21,NS_P,Male,0.04821
61,82,22,NS_P,Male,0.05534
61,83,23,NS_P,Male,0.06284
61,84,24,NS_P,Male,0.07154
61,85,25,NS_P,Male,0.08165
61,86,26,NS_P,Male,0.09338
61,87,27,NS_P,Male,0.10686
61,88,28,NS_P,Male,0.12214
61,89,29,NS_P,Male,0.13873
61,90,30,NS_P,Male,0.15644
61,91,31,NS_P,Male,0.17471
61,92,32,NS_P,Male,0.193
61,93,33,NS_P,Male,0.21113
61,94,34,NS_P,Male,0.22817
61,95,35,NS_P,Male,0.2434
61,96,36,NS_P,Male,0.26243
61,97,37,NS_P,Male,0.28269
61,98,38,NS_P,Male,0.30471
61,99,39,NS_P,Male,0.328
61,100,40,NS_P,Male,0.35209
61,101,41,NS_P,Male,0.37447
61,102,42,NS_P,Male,0.3968
61,103,43,NS_P,Male,0.41866
61,104,44,NS_P,Male,0.43965
61,105,45,NS_P,Male,0.45936
61,106,46,NS_P,Male,0.47743
61,107,47,NS_P,Male,0.50332
61,108,48,NS_P,Male,0.53061
61,109,49,NS_P,Male,0.55939
61,110,50,NS_P,Male,0.58972
61,111,51,NS_P,Male,0.6217
61,112,52,NS_P,Male,0.65542
61,113,53,NS_P,Male,0.69096
61,114,54,NS_P,Male,0.72843
61,115,55,NS_P,Male,0.76794
61,116,56,NS_P,Male,0.80958
61,117,57,NS_P,Male,0.85348
61,118,58,NS_P,Male,0.89977
61,119,59,NS_P,Male,0.94856
61,120,60,NS_P,Male,1.0
62,62,1,NS_P,Male,0.0018
62,63,2,NS_P,Male,0.00221
62,64,3,NS_P,Male,0.00289
62,65,4,NS_P,Male,0.00346
62,66,5,NS_P,Male,0.00451
62,67,6,NS_P,Male,0.00562
62,68,7,NS_P,Male,0.00659
62,69,8,NS_P,Male,0.00763
62,70,9,NS_P,Male,0.00905
62,71,10,NS_P,Male,0.01085
62,72,11,NS_P,Male,0.01276
62,73,12,NS_P,Male,0.01469
62,74,13,NS_P,Male,0.01674
62,75,14,NS_P,Male,0.01921
62,76,15,NS_P,Male,0.0224
62,77,16,NS_P,Male,0.02635
62,78,17,NS_P,Male,0.03087
62,79,18,NS_P,Male,0.03578
62,80,19,NS_P,Male,0.04153
62,81,20,NS_P,Male,0.04799
62,82,21,NS_P,Male,0.05534
62,83,22,NS_P,Male,0.06284
62,84,23,NS_P,Male,0.07154
62,85,24,NS_P,Male,0.08165
62,86,25,NS_P,Male,0.09338
62,87,26,NS_P,Male,0.10686
62,88,27,NS_P,Male,0.12214
62,89,28,NS_P,Male,0.13873
62,90,29,NS_P,Male,0.15644
62,91,30,NS_P,Male,0.17471
62,92,31,NS_P,Male,0.193
62,93,32,NS_P,Male,0.21113
62,94,33,NS_P,Male,0.22817
62,95,34,NS_P,Male,0.2434
62,96,35,NS_P,Male,0.26243
62,97,36,NS_P,Male,0.28269
62,98,37,NS_P,Male,0.30471
62,99,38,NS_P,Male,0.328
62,100,39,NS_P,Male,0.35209
62,101,40,NS_P,Male,0.37447
62,102,41,NS_P,Male,0.3968
62,103,42,NS_P,Male,0.41866
62,104,43,NS_P,Male,0.43965
62,105,44,NS_P,Male,0.45936
62,106,45,NS_P,Male,0.47743
62,107,46,NS_P,Male,0.50332
62,108,47,NS_P,Male,0.53061
62,109,48,NS_P,Male,0.55939
62,110,49,NS_P,Male,0.58972
62,111,50,NS_P,Male,0.6217
62,112,51,NS_P,Male,0.65542
62,113,52,NS_P,Male,0.69096
62,114,53,NS_P,Male,0.72843
62,115,54,NS_P,Male,0.76794
62,116,55,NS_P,Male,0.80958
62,117,56,NS_P,Male,0.85348
62,118,57,NS_P,Male,0.89977
62,119,58,NS_P,Male,0.94856
62,120,59,NS_P,Male,1.0
63,63,1,NS_P,Male,0.00187
63,64,2,NS_P,Male,0.00255
63,65,3,NS_P,Male,0.00314
63,66,4,NS_P,Male,0.00383
63,67,5,NS_P,Male,0.00501
63,68,6,NS_P,Male,0.00611
63,69,7,NS_P,Male,0.00711
63,70,8,NS_P,Male,0.00833
63,71,9,NS_P,Male,0.00997
63,72,10,NS_P,Male,0.01195
63,73,11,NS_P,Male,0.01398
63,74,12,NS_P,Male,0.01606
63,75,13,NS_P,Male,0.0184
63,76,14,NS_P,Male,0.02135
63,77,15,NS_P,Male,0.02509
63,78,16,NS_P,Male,0.02959
63,79,17,NS_P,Male,0.0347
63,80,18,NS_P,Male,0.04025
63,81,19,NS_P,Male,0.0468
63,82,20,NS_P,Male,0.0541
63,83,21,NS_P,Male,0.06284
63,84,22,NS_P,Male,0.07154
63,85,23,NS_P,Male,0.08165
63,86,24,NS_P,Male,0.09338
63,87,25,NS_P,Male,0.10686
63,88,26,NS_P,Male,0.12214
63,89,27,NS_P,Male,0.13873
63,90,28,NS_P,Male,0.15644
63,91,29,NS_P,Male,0.17471
63,92,30,NS_P,Male,0.193
63,93,31,NS_P,Male,0.21113
63,94,32,NS_P,Male,0.22817
63,95,33,NS_P,Male,0.2434
63,96,34,NS_P,Male,0.26243
63,97,35,NS_P,Male,0.28269
63,98,36,NS_P,Male,0.30471
63,99,37,NS_P,Male,0.328
63,100,38,NS_P,Male,0.35209
63,101,39,NS_P,Male,0.37447
63,102,40,NS_P,Male,0.3968
63,103,41,NS_P,Male,0.41866
63,104,42,NS_P,Male,0.43965
63,105,43,NS_P,Male,0.45936
63,106,44,NS_P,Male,0.47743
63,107,45,NS_P,Male,0.50332
63,108,46,NS_P,Male,0.53061
63,109,47,NS_P,Male,0.55939
63,110,48,NS_P,Male,0.58972
63,111,49,NS_P,Male,0.6217
63,112,50,NS_P,Male,0.65542
63,113,51,NS_P,Male,0.69096
63,114,52,NS_P,Male,0.72843
63,115,53,NS_P,Male,0.76794
63,116,54,NS_P,Male,0.80958
63,117,55,NS_P,Male,0.85348
63,118,56,NS_P,Male,0.89977
63,119,57,NS_P,Male,0.94856
63,120,58,NS_P,Male,1.0
64,64,1,NS_P,Male,0.00193
64,65,2,NS_P,Male,0.00287
64,66,3,NS_P,Male,0.00348
64,67,4,NS_P,Male,0.00431
64,68,5,NS_P,Male,0.00558
64,69,6,NS_P,Male,0.00664
64,70,7,NS_P,Male,0.00771
64,71,8,NS_P,Male,0.00913
64,72,9,NS_P,Male,0.011
64,73,10,NS_P,Male,0.01315
64,74,11,NS_P,Male,0.01525
64,75,12,NS_P,Male,0.01745
64,76,13,NS_P,Male,0.02017
64,77,14,NS_P,Male,0.0236
64,78,15,NS_P,Male,0.02784
64,79,16,NS_P,Male,0.03308
64,80,17,NS_P,Male,0.03925
64,81,18,NS_P,Male,0.04627
64,82,19,NS_P,Male,0.05402
64,83,20,NS_P,Male,0.06284
64,84,21,NS_P,Male,0.07154
64,85,22,NS_P,Male,0.08165
64,86,23,NS_P,Male,0.09338
64,87,24,NS_P,Male,0.10686
64,88,25,NS_P,Male,0.12214
64,89,26,NS_P,Male,0.13873
64,90,27,NS_P,Male,0.15644
64,91,28,NS_P,Male,0.17471
64,92,29,NS_P,Male,0.193
64,93,30,NS_P,Male,0.21113
64,94,31,NS_P,Male,0.22817
64,95,32,NS_P,Male,0.2434
64,96,33,NS_P,Male,0.26243
64,97,34,NS_P,Male,0.28269
64,98,35,NS_P,Male,0.30471
64,99,36,NS_P,Male,0.328
64,100,37,NS_P,Male,0.35209
64,101,38,NS_P,Male,0.37447
64,102,39,NS_P,Male,0.3968
64,103,40,NS_P,Male,0.41866
64,104,41,NS_P,Male,0.43965
64,105,42,NS_P,Male,0.45936
64,106,43,NS_P,Male,0.47743
64,107,44,NS_P,Male,0.50332
64,108,45,NS_P,Male,0.53061
64,109,46,NS_P,Male,0.55939
64,110,47,NS_P,Male,0.58972
64,111,48,NS_P,Male,0.6217
64,112,49,NS_P,Male,0.65542
64,113,50,NS_P,Male,0.69096
64,114,51,NS_P,Male,0.72843
64,115,52,NS_P,Male,0.76794
64,116,53,NS_P,Male,0.80958
64,117,54,NS_P,Male,0.85348
64,118,55,NS_P,Male,0.89977
64,119,56,NS_P,Male,0.94856
64,120,57,NS_P,Male,1.0
65,65,1,NS_P,Male,0.00201
65,66,2,NS_P,Male,0.00324
65,67,3,NS_P,Male,0.00392
65,68,4,NS_P,Male,0.00487
65,69,5,NS_P,Male,0.00624
65,70,6,NS_P,Male,0.00725
65,71,7,NS_P,Male,0.00845
65,72,8,NS_P,Male,0.01008
65,73,9,NS_P,Male,0.01217
65,74,10,NS_P,Male,0.01453
65,75,11,NS_P,Male,0.01676
65,76,12,NS_P,Male,0.01918
65,77,13,NS_P,Male,0.02231
65,78,14,NS_P,Male,0.02622
65,79,15,NS_P,Male,0.03099
65,80,16,NS_P,Male,0.03703
65,81,17,NS_P,Male,0.04426
65,82,18,NS_P,Male,0.05217
65,83,19,NS_P,Male,0.06153
65,84,20,NS_P,Male,0.07154
65,85,21,NS_P,Male,0.08165
65,86,22,NS_P,Male,0.09338
65,87,23,NS_P,Male,0.10686
65,88,24,NS_P,Male,0.12214
65,89,25,NS_P,Male,0.13873
65,90,26,NS_P,Male,0.15644
65,91,27,NS_P,Male,0.17471
65,92,28,NS_P,Male,0.193
65,93,29,NS_P,Male,0.21113
65,94,30,NS_P,Male,0.22817
65,95,31,NS_P,Male,0.2434
65,96,32,NS_P,Male,0.26243
65,97,33,NS_P,Male,0.28269
65,98,34,NS_P,Male,0.30471
65,99,35,NS_P,Male,0.328
65,100,36,NS_P,Male,0.35209
65,101,37,NS_P,Male,0.37447
65,102,38,NS_P,Male,0.3968
65,103,39,NS_P,Male,0.41866
65,104,40,NS_P,Male,0.43965
65,105,41,NS_P,Male,0.45936
65,106,42,NS_P,Male,0.47743
65,107,43,NS_P,Male,0.50332
65,108,44,NS_P,Male,0.53061
65,109,45,NS_P,Male,0.55939
65,110,46,NS_P,Male,0.58972
65,111,47,NS_P,Male,0.6217
65,112,48,NS_P,Male,0.65542
65,113,49,NS_P,Male,0.69096
65,114,50,NS_P,Male,0.72843
65,115,51,NS_P,Male,0.76794
65,116,52,NS_P,Male,0.80958
65,117,53,NS_P,Male,0.85348
65,118,54,NS_P,Male,0.89977
65,119,55,NS_P,Male,0.94856
65,120,56,NS_P,Male,1.0
66,66,1,NS_P,Male,0.00211
66,67,2,NS_P,Male,0.0036
66,68,3,NS_P,Male,0.00443
66,69,4,NS_P,Male,0.0055
66,70,5,NS_P,Male,0.00698
66,71,6,NS_P,Male,0.00798
66,72,7,NS_P,Male,0.00933
66,73,8,NS_P,Male,0.01118
66,74,9,NS_P,Male,0.01352
66,75,10,NS_P,Male,0.01616
66,76,11,NS_P,Male,0.01862
66,77,12,NS_P,Male,0.0213
66,78,13,NS_P,Male,0.02487
66,79,14,NS_P,Male,0.02929
66,80,15,NS_P,Male,0.0346
66,81,16,NS_P,Male,0.04207
66,82,17,NS_P,Male,0.05138
66,83,18,NS_P,Male,0.06109
66,84,19,NS_P,Male,0.07154
66,85,20,NS_P,Male,0.08165
66,86,21,NS_P,Male,0.09338
66,87,22,NS_P,Male,0.10686
66,88,23,NS_P,Male,0.12214
66,89,24,NS_P,Male,0.13873
66,90,25,NS_P,Male,0.15644
66,91,26,NS_P,Male,0.17471
66,92,27,NS_P,Male,0.193
66,93,28,NS_P,Male,0.21113
66,94,29,NS_P,Male,0.22817
66,95,30,NS_P,Male,0.2434
66,96,31,NS_P,Male,0.26243
66,97,32,NS_P,Male,0.28269
66,98,33,NS_P,Male,0.30471
66,99,34,NS_P,Male,0.328
66,100,35,NS_P,Male,0.35209
66,101,36,NS_P,Male,0.37447
66,102,37,NS_P,Male,0.3968
66,103,38,NS_P,Male,0.41866
66,104,39,NS_P,Male,0.43965
66,105,40,NS_P,Male,0.45936
66,106,41,NS_P,Male,0.47743
66,107,42,NS_P,Male,0.50332
66,108,43,NS_P,Male,0.53061
66,109,44,NS_P,Male,0.55939
66,110,45,NS_P,Male,0.58972
66,111,46,NS_P,Male,0.6217
66,112,47,NS_P,Male,0.65542
66,113,48,NS_P,Male,0.69096
66,114,49,NS_P,Male,0.72843
66,115,50,NS_P,Male,0.76794
66,116,51,NS_P,Male,0.80958
66,117,52,NS_P,Male,0.85348
66,118,53,NS_P,Male,0.89977
66,119,54,NS_P,Male,0.94856
66,120,55,NS_P,Male,1.0
67,67,1,NS_P,Male,0.00223
67,68,2,NS_P,Male,0.00392
67,69,3,NS_P,Male,0.00499
67,70,4,NS_P,Male,0.00622
67,71,5,NS_P,Male,0.00784
67,72,6,NS_P,Male,0.00886
67,73,7,NS_P,Male,0.01037
67,74,8,NS_P,Male,0.01246
67,75,9,NS_P,Male,0.01511
67,76,10,NS_P,Male,0.01815
67,77,11,NS_P,Male,0.02104
67,78,12,NS_P,Male,0.02416
67,79,13,NS_P,Male,0.02827
67,80,14,NS_P,Male,0.03329
67,81,15,NS_P,Male,0.03922
67,82,16,NS_P,Male,0.04764
67,83,17,NS_P,Male,0.05865
67,84,18,NS_P,Male,0.06965
67,85,19,NS_P,Male,0.08165
67,86,20,NS_P,Male,0.09338
67,87,21,NS_P,Male,0.10686
67,88,22,NS_P,Male,0.12214
67,89,23,NS_P,Male,0.13873
67,90,24,NS_P,Male,0.15644
67,91,25,NS_P,Male,0.17471
67,92,26,NS_P,Male,0.193
67,93,27,NS_P,Male,0.21113
67,94,28,NS_P,Male,0.22817
67,95,29,NS_P,Male,0.2434
67,96,30,NS_P,Male,0.26243
67,97,31,NS_P,Male,0.28269
67,98,32,NS_P,Male,0.30471
67,99,33,NS_P,Male,0.328
67,100,34,NS_P,Male,0.35209
67,101,35,NS_P,Male,0.37447
67,102,36,NS_P,Male,0.3968
67,103,37,NS_P,Male,0.41866
67,104,38,NS_P,Male,0.43965
67,105,39,NS_P,Male,0.45936
67,106,40,NS_P,Male,0.47743
67,107,41,NS_P,Male,0.50332
67,108,42,NS_P,Male,0.53061
67,109,43,NS_P,Male,0.55939
67,110,44,NS_P,Male,0.58972
67,111,45,NS_P,Male,0.6217
67,112,46,NS_P,Male,0.65542
67,113,47,NS_P,Male,0.69096
67,114,48,NS_P,Male,0.72843
67,115,49,NS_P,Male,0.76794
67,116,50,NS_P,Male,0.80958
67,117,51,NS_P,Male,0.85348
67,118,52,NS_P,Male,0.89977
67,119,53,NS_P,Male,0.94856
67,120,54,NS_P,Male,1.0
68,68,1,NS_P,Male,0.0024
68,69,2,NS_P,Male,0.00423
68,70,3,NS_P,Male,0.00559
68,71,4,NS_P,Male,0.00703
68,72,5,NS_P,Male,0.00855
68,73,6,NS_P,Male,0.00989
68,74,7,NS_P,Male,0.01158
68,75,8,NS_P,Male,0.01396
68,76,9,NS_P,Male,0.01704
68,77,10,NS_P,Male,0.02063
68,78,11,NS_P,Male,0.02406
68,79,12,NS_P,Male,0.02809
68,80,13,NS_P,Male,0.03244
68,81,14,NS_P,Male,0.03812
68,82,15,NS_P,Male,0.04472
68,83,16,NS_P,Male,0.05468
68,84,17,NS_P,Male,0.06736
68,85,18,NS_P,Male,0.07989
68,86,19,NS_P,Male,0.09338
68,87,20,NS_P,Male,0.10686
68,88,21,NS_P,Male,0.12214
68,89,22,NS_P,Male,0.13873
68,90,23,NS_P,Male,0.15644
68,91,24,NS_P,Male,0.17471
68,92,25,NS_P,Male,0.193
68,93,26,NS_P,Male,0.21113
68,94,27,NS_P,Male,0.22817
68,95,28,NS_P,Male,0.2434
68,96,29,NS_P,Male,0.26243
68,97,30,NS_P,Male,0.28269
68,98,31,NS_P,Male,0.30471
68,99,32,NS_P,Male,0.328
68,100,33,NS_P,Male,0.35209
68,101,34,NS_P,Male,0.37447
68,102,35,NS_P,Male,0.3968
68,103,36,NS_P,Male,0.41866
68,104,37,NS_P,Male,0.43965
68,105,38,NS_P,Male,0.45936
68,106,39,NS_P,Male,0.47743
68,107,40,NS_P,Male,0.50332
68,108,41,NS_P,Male,0.53061
68,109,42,NS_P,Male,0.55939
68,110,43,NS_P,Male,0.58972
68,111,44,NS_P,Male,0.6217
68,112,45,NS_P,Male,0.65542
68,113,46,NS_P,Male,0.69096
68,114,47,NS_P,Male,0.72843
68,115,48,NS_P,Male,0.76794
68,116,49,NS_P,Male,0.80958
68,117,50,NS_P,Male,0.85348
68,118,51,NS_P,Male,0.89977
68,119,52,NS_P,Male,0.94856
68,120,53,NS_P,Male,1.0
69,69,1,NS_P,Male,0.00261
69,70,2,NS_P,Male,0.00457
69,71,3,NS_P,Male,0.00626
69,72,4,NS_P,Male,0.00794
69,73,5,NS_P,Male,0.00958
69,74,6,NS_P,Male,0.01104
69,75,7,NS_P,Male,0.01294
69,76,8,NS_P,Male,0.01568
69,77,9,NS_P,Male,0.01967
69,78,10,NS_P,Male,0.02364
69,79,11,NS_P,Male,0.02791
69,80,12,NS_P,Male,0.03242
69,81,13,NS_P,Male,0.03776
69,82,14,NS_P,Male,0.04458
69,83,15,NS_P,Male,0.05226
69,84,16,NS_P,Male,0.06348
69,85,17,NS_P,Male,0.07735
69,86,18,NS_P,Male,0.09151
69,87,19,NS_P,Male,0.10686
69,88,20,NS_P,Male,0.12214
69,89,21,NS_P,Male,0.13873
69,90,22,NS_P,Male,0.15644
69,91,23,NS_P,Male,0.17471
69,92,24,NS_P,Male,0.193
69,93,25,NS_P,Male,0.21113
69,94,26,NS_P,Male,0.22817
69,95,27,NS_P,Male,0.2434
69,96,28,NS_P,Male,0.26243
69,97,29,NS_P,Male,0.28269
69,98,30,NS_P,Male,0.30471
69,99,31,NS_P,Male,0.328
69,100,32,NS_P,Male,0.35209
69,101,33,NS_P,Male,0.37447
69,102,34,NS_P,Male,0.3968
69,103,35,NS_P,Male,0.41866
69,104,36,NS_P,Male,0.43965
69,105,37,NS_P,Male,0.45936
69,106,38,NS_P,Male,0.47743
69,107,39,NS_P,Male,0.50332
69,108,40,NS_P,Male,0.53061
69,109,41,NS_P,Male,0.55939
69,110,42,NS_P,Male,0.58972
69,111,43,NS_P,Male,0.6217
69,112,44,NS_P,Male,0.65542
69,113,45,NS_P,Male,0.69096
69,114,46,NS_P,Male,0.72843
69,115,47,NS_P,Male,0.76794
69,116,48,NS_P,Male,0.80958
69,117,49,NS_P,Male,0.85348
69,118,50,NS_P,Male,0.89977
69,119,51,NS_P,Male,0.94856
69,120,52,NS_P,Male,1.0
70,70,1,NS_P,Male,0.00281
70,71,2,NS_P,Male,0.00484
70,72,3,NS_P,Male,0.00687
70,73,4,NS_P,Male,0.0088
70,74,5,NS_P,Male,0.01049
70,75,6,NS_P,Male,0.01205
70,76,7,NS_P,Male,0.01429
70,77,8,NS_P,Male,0.01814
70,78,9,NS_P,Male,0.02205
70,79,10,NS_P,Male,0.02673
70,80,11,NS_P,Male,0.03225
70,81,12,NS_P,Male,0.03741
70,82,13,NS_P,Male,0.04444
70,83,14,NS_P,Male,0.05219
70,84,15,NS_P,Male,0.06282
70,85,16,NS_P,Male,0.07475
70,86,17,NS_P,Male,0.09104
70,87,18,NS_P,Male,0.10686
70,88,19,NS_P,Male,0.12214
70,89,20,NS_P,Male,0.13873
70,90,21,NS_P,Male,0.15644
70,91,22,NS_P,Male,0.17471
70,92,23,NS_P,Male,0.193
70,93,24,NS_P,Male,0.21113
70,94,25,NS_P,Male,0.22817
70,95,26,NS_P,Male,0.2434
70,96,27,NS_P,Male,0.26243
70,97,28,NS_P,Male,0.28269
70,98,29,NS_P,Male,0.30471
70,99,30,NS_P,Male,0.328
